PassengerID,Customer_History_ID,Ticket_Booking_Date,Flight_Date,Days_Before_Travel,Traveler_Type,Membership_Status,Origin,Destination,Travel_Class,Peak_Season,Base_Ticket_Price,WiFi_Purchased,WiFi_Price,Lounge_Access_Purchased,Lounge_Price,Meals_Purchased,Meals_Price,Insurance_Purchased,Insurance_Price,Priority_Boarding_Purchased,Priority_Boarding_Price,Carbon_Offset_Purchased,Carbon_Offset_Price,Total_Ancillary_Cost,Final_Ticket_Price
P0059,CH0059,2021-12-07,2022-03-18,101,Business,Platinum,Paris,Rome,Business,No,559,Yes,10,Yes,50,Yes,30,No,0,No,0,No,0,90,649
P0059,CH0059,2022-12-22,2023-02-24,64,Business,Platinum,Madrid,Barcelona,Business,No,368,Yes,10,Yes,30,No,0,Yes,25,No,0,No,0,65,433
P0059,CH0059,2018-11-21,2018-12-07,16,Business,Platinum,London,Berlin,Business,Yes,347,Yes,10,Yes,50,No,0,No,0,No,0,No,0,60,407
P0059,CH0059,2022-09-07,2022-10-19,42,Business,Platinum,Paris,Rome,Business,No,506,Yes,10,Yes,40,Yes,40,Yes,15,Yes,20,No,0,125,631
P0059,CH0059,2016-12-09,2016-12-25,16,Business,Platinum,Vienna,Prague,Business,Yes,437,No,0,Yes,40,Yes,15,No,0,No,0,No,0,55,492
P0059,CH0059,2019-09-13,2019-11-19,67,Business,Platinum,Amsterdam,Zurich,Business,No,450,Yes,30,No,0,Yes,20,No,0,No,0,Yes,3,53,503
P0059,CH0059,2021-09-07,2021-12-25,109,Business,Platinum,Frankfurt,Madrid,Business,Yes,572,No,0,No,0,No,0,No,0,No,0,No,0,0,572
P0059,CH0059,2022-01-05,2022-04-16,101,Business,Platinum,Vienna,Prague,Business,No,365,Yes,10,Yes,25,No,0,No,0,Yes,10,No,0,45,410
P0059,CH0059,2015-09-07,2015-10-22,45,Business,Platinum,Frankfurt,Madrid,Business,No,515,Yes,10,Yes,40,Yes,30,Yes,15,Yes,10,No,0,105,620
P0059,CH0059,2015-05-09,2015-05-12,3,Business,Platinum,Berlin,Amsterdam,Business,No,452,Yes,15,Yes,40,Yes,20,No,0,Yes,10,No,0,85,537
P0059,CH0059,2023-05-20,2023-09-14,117,Business,Platinum,Frankfurt,Madrid,Business,No,620,No,0,Yes,40,Yes,15,No,0,No,0,No,0,55,675
P0059,CH0059,2016-07-29,2016-09-06,39,Business,Platinum,Madrid,Barcelona,Business,No,381,Yes,15,Yes,50,No,0,No,0,No,0,No,0,65,446
P0059,CH0059,2023-07-20,2023-10-11,83,Business,Platinum,Frankfurt,Madrid,Business,No,484,Yes,20,No,0,No,0,No,0,No,0,No,0,20,504
P0059,CH0059,2013-10-30,2014-01-25,87,Business,Platinum,Vienna,Prague,Business,No,281,Yes,30,Yes,25,Yes,15,No,0,Yes,5,Yes,3,78,359
P0059,CH0059,2024-08-20,2024-12-05,107,Business,Platinum,Paris,Rome,Business,Yes,513,Yes,10,No,0,Yes,40,Yes,10,No,0,No,0,60,573
P0059,CH0059,2024-09-24,2024-11-22,59,Business,Platinum,Munich,Vienna,Business,No,302,No,0,No,0,Yes,15,No,0,No,0,Yes,3,18,320
P0059,CH0059,2020-02-01,2020-02-22,21,Business,Platinum,Frankfurt,Madrid,Business,No,425,No,0,Yes,50,No,0,No,0,Yes,15,No,0,65,490
P0059,CH0059,2021-08-22,2021-09-18,27,Business,Platinum,London,Paris,Business,No,393,No,0,No,0,No,0,Yes,25,Yes,15,Yes,5,45,438
P0059,CH0059,2015-11-26,2016-01-18,53,Business,Platinum,Berlin,Amsterdam,Business,No,510,No,0,No,0,Yes,15,No,0,Yes,15,No,0,30,540
P0059,CH0059,2024-07-15,2024-09-10,57,Business,Platinum,Frankfurt,Madrid,Business,No,421,Yes,20,Yes,40,Yes,20,No,0,No,0,No,0,80,501
P0059,CH0059,2025-05-22,2025-05-27,5,Business,Platinum,Madrid,Barcelona,Business,No,301,Yes,10,Yes,30,Yes,20,No,0,No,0,Yes,15,75,376
P0059,CH0059,2016-10-25,2016-11-27,33,Business,Platinum,London,Paris,Business,No,302,Yes,25,Yes,40,No,0,No,0,No,0,No,0,65,367
P0059,CH0059,2019-01-02,2019-03-19,76,Business,Platinum,Frankfurt,Madrid,Business,No,424,Yes,25,Yes,25,Yes,40,No,0,Yes,10,Yes,5,105,529
P0059,CH0059,2021-05-20,2021-09-05,108,Business,Platinum,London,Berlin,Business,No,410,Yes,15,Yes,25,No,0,Yes,25,Yes,20,No,0,85,495
P0059,CH0059,2014-02-03,2014-04-28,84,Business,Platinum,London,Paris,Business,No,443,Yes,10,Yes,30,Yes,15,No,0,Yes,10,No,0,65,508
P0059,CH0059,2018-08-19,2018-10-12,54,Business,Platinum,Amsterdam,Zurich,Business,No,479,No,0,Yes,30,Yes,20,No,0,Yes,5,No,0,55,534
P0059,CH0059,2019-12-22,2020-03-11,80,Business,Platinum,Vienna,Prague,Business,No,434,No,0,Yes,50,Yes,40,Yes,10,Yes,15,Yes,15,130,564
P0059,CH0059,2022-01-17,2022-03-08,50,Business,Platinum,Madrid,Barcelona,Business,No,252,No,0,No,0,No,0,Yes,15,No,0,No,0,15,267
P0059,CH0059,2022-03-10,2022-07-05,117,Business,Platinum,Munich,Vienna,Business,Yes,466,No,0,Yes,50,No,0,No,0,Yes,20,No,0,70,536
P0059,CH0059,2023-09-28,2023-12-06,69,Business,Platinum,London,Berlin,Business,Yes,367,Yes,10,No,0,Yes,40,No,0,No,0,No,0,50,417
P0059,CH0059,2016-10-25,2017-01-14,81,Business,Platinum,Madrid,Barcelona,Business,No,339,No,0,No,0,Yes,15,No,0,No,0,No,0,15,354
P0059,CH0059,2020-06-21,2020-09-10,81,Business,Platinum,Vienna,Prague,Business,No,390,Yes,30,Yes,25,Yes,20,No,0,No,0,No,0,75,465
P0059,CH0059,2024-04-11,2024-07-04,84,Business,Platinum,Berlin,Amsterdam,Business,Yes,475,Yes,10,Yes,40,Yes,20,No,0,No,0,No,0,70,545
P0059,CH0059,2020-01-13,2020-02-10,28,Business,Platinum,Rome,London,Business,No,474,No,0,Yes,40,Yes,40,No,0,No,0,Yes,5,85,559
P0059,CH0059,2019-11-17,2019-12-16,29,Business,Platinum,Munich,Vienna,Business,Yes,479,Yes,15,Yes,25,Yes,30,No,0,Yes,5,No,0,75,554
P0059,CH0059,2023-06-23,2023-06-28,5,Business,Platinum,London,Paris,Business,Yes,319,No,0,Yes,40,Yes,20,No,0,Yes,5,No,0,65,384
P0059,CH0059,2020-10-02,2021-01-03,93,Business,Platinum,Frankfurt,Madrid,Business,No,590,No,0,No,0,Yes,20,No,0,No,0,No,0,20,610
P0059,CH0059,2025-06-03,2025-06-15,12,Business,Platinum,Vienna,Prague,Business,Yes,375,No,0,No,0,No,0,No,0,No,0,No,0,0,375
P0059,CH0059,2018-11-17,2019-01-09,53,Business,Platinum,Madrid,Barcelona,Business,No,270,No,0,Yes,25,Yes,40,No,0,No,0,No,0,65,335
P0059,CH0059,2015-01-08,2015-02-18,41,Business,Platinum,Amsterdam,Zurich,Business,No,449,Yes,10,Yes,25,Yes,40,No,0,Yes,10,Yes,5,90,539
P0059,CH0059,2022-08-13,2022-09-15,33,Business,Platinum,Munich,Vienna,Business,No,406,No,0,No,0,Yes,15,No,0,Yes,10,No,0,25,431
P0059,CH0059,2024-11-21,2025-02-03,74,Business,Platinum,Paris,Rome,Business,No,414,Yes,15,Yes,30,Yes,15,No,0,No,0,No,0,60,474
P0059,CH0059,2023-12-24,2024-03-05,72,Business,Platinum,London,Berlin,Business,No,378,No,0,Yes,40,Yes,30,No,0,Yes,20,No,0,90,468
P0059,CH0059,2019-07-28,2019-10-21,85,Business,Platinum,Frankfurt,Madrid,Business,No,508,No,0,Yes,50,No,0,No,0,No,0,No,0,50,558
P0059,CH0059,2025-07-05,2025-10-02,89,Business,Platinum,Vienna,Prague,Business,No,420,No,0,Yes,30,Yes,15,Yes,10,No,0,Yes,15,70,490
P0059,CH0059,2025-07-01,2025-07-27,26,Business,Platinum,Rome,London,Business,Yes,567,No,0,Yes,50,No,0,No,0,Yes,15,Yes,10,75,642
P0059,CH0059,2015-12-22,2016-03-15,84,Business,Platinum,London,Berlin,Business,No,401,Yes,20,Yes,40,No,0,No,0,No,0,Yes,15,75,476
P0059,CH0059,2024-07-02,2024-10-28,118,Business,Platinum,Madrid,Barcelona,Business,No,391,No,0,No,0,No,0,No,0,Yes,5,No,0,5,396
P0059,CH0059,2022-05-10,2022-05-19,9,Business,Platinum,Frankfurt,Madrid,Business,No,627,Yes,10,Yes,50,Yes,20,No,0,No,0,No,0,80,707
P0059,CH0059,2023-08-19,2023-10-24,66,Business,Platinum,Vienna,Prague,Business,No,366,Yes,10,Yes,30,Yes,15,Yes,10,No,0,No,0,65,431
P0059,CH0059,2015-12-22,2016-03-03,72,Business,Platinum,Vienna,Prague,Business,No,357,Yes,15,Yes,25,Yes,40,Yes,20,Yes,5,Yes,15,120,477
P0060,CH0060,2023-11-20,2023-11-27,7,Business,Platinum,Vienna,Prague,Business,No,317,No,0,Yes,50,Yes,30,No,0,No,0,No,0,80,397
P0060,CH0060,2018-05-18,2018-07-14,57,Business,Platinum,London,Paris,Business,Yes,375,Yes,20,Yes,30,Yes,15,No,0,No,0,No,0,65,440
P0060,CH0060,2021-03-03,2021-05-06,64,Business,Platinum,London,Berlin,Business,No,486,No,0,No,0,No,0,No,0,No,0,No,0,0,486
P0060,CH0060,2022-09-05,2022-11-11,67,Business,Platinum,Munich,Vienna,Business,No,416,No,0,Yes,50,Yes,30,No,0,Yes,15,No,0,95,511
P0060,CH0060,2017-03-04,2017-05-14,71,Business,Platinum,London,Paris,Business,No,409,No,0,Yes,25,Yes,15,No,0,Yes,15,No,0,55,464
P0060,CH0060,2024-06-20,2024-07-16,26,Business,Platinum,Frankfurt,Madrid,Business,Yes,527,Yes,15,Yes,50,Yes,20,No,0,No,0,No,0,85,612
P0060,CH0060,2015-03-18,2015-05-05,48,Business,Platinum,Vienna,Prague,Business,No,339,No,0,Yes,30,No,0,No,0,No,0,No,0,30,369
P0060,CH0060,2021-04-27,2021-08-11,106,Business,Platinum,London,Berlin,Business,Yes,446,No,0,Yes,40,Yes,30,No,0,Yes,10,No,0,80,526
P0060,CH0060,2022-07-16,2022-11-12,119,Business,Platinum,Madrid,Barcelona,Business,No,308,Yes,20,No,0,Yes,15,No,0,No,0,No,0,35,343
P0060,CH0060,2017-04-07,2017-06-23,77,Business,Platinum,Amsterdam,Zurich,Business,Yes,516,Yes,20,Yes,25,No,0,No,0,No,0,No,0,45,561
P0060,CH0060,2020-06-03,2020-07-28,55,Business,Platinum,Munich,Vienna,Business,Yes,461,Yes,10,Yes,30,No,0,No,0,No,0,No,0,40,501
P0060,CH0060,2016-04-29,2016-06-26,58,Business,Platinum,Munich,Vienna,Business,Yes,459,Yes,25,Yes,25,No,0,No,0,No,0,No,0,50,509
P0060,CH0060,2016-04-30,2016-08-07,99,Business,Platinum,London,Paris,Business,Yes,492,No,0,Yes,30,No,0,No,0,No,0,No,0,30,522
P0060,CH0060,2019-07-12,2019-09-11,61,Business,Platinum,Frankfurt,Madrid,Business,No,558,No,0,No,0,No,0,Yes,10,Yes,5,Yes,3,18,576
P0060,CH0060,2018-03-03,2018-04-27,55,Business,Platinum,Paris,Rome,Business,No,539,No,0,Yes,40,Yes,40,No,0,No,0,No,0,80,619
P0060,CH0060,2023-12-14,2024-01-28,45,Business,Platinum,Madrid,Barcelona,Business,No,259,Yes,30,No,0,Yes,20,No,0,No,0,No,0,50,309
P0060,CH0060,2015-10-11,2015-10-24,13,Business,Platinum,Madrid,Barcelona,Business,No,359,No,0,Yes,50,Yes,15,No,0,Yes,15,No,0,80,439
P0060,CH0060,2022-12-16,2022-12-24,8,Business,Platinum,Rome,London,Business,Yes,432,No,0,Yes,50,No,0,No,0,No,0,No,0,50,482
P0060,CH0060,2023-12-10,2024-03-16,97,Business,Platinum,Frankfurt,Madrid,Business,No,531,Yes,30,Yes,30,Yes,15,No,0,Yes,20,No,0,95,626
P0060,CH0060,2015-09-10,2015-12-14,95,Business,Platinum,Munich,Vienna,Business,Yes,417,Yes,10,Yes,25,Yes,15,Yes,25,Yes,15,No,0,90,507
P0060,CH0060,2021-07-23,2021-09-09,48,Business,Platinum,Madrid,Barcelona,Business,No,280,Yes,10,Yes,30,No,0,No,0,Yes,20,No,0,60,340
P0060,CH0060,2022-09-11,2022-11-28,78,Business,Platinum,Amsterdam,Zurich,Business,No,538,Yes,20,No,0,Yes,40,No,0,No,0,Yes,15,75,613
P0060,CH0060,2018-07-28,2018-08-14,17,Business,Platinum,London,Berlin,Business,Yes,406,No,0,Yes,50,Yes,20,Yes,25,No,0,Yes,15,110,516
P0060,CH0060,2022-12-16,2023-02-16,62,Business,Platinum,London,Berlin,Business,No,341,Yes,15,Yes,50,Yes,30,Yes,10,No,0,No,0,105,446
P0060,CH0060,2018-06-05,2018-08-03,59,Business,Platinum,Amsterdam,Zurich,Business,Yes,494,No,0,Yes,50,Yes,40,No,0,No,0,No,0,90,584
P0060,CH0060,2018-05-11,2018-07-20,70,Business,Platinum,Madrid,Barcelona,Business,Yes,363,Yes,25,Yes,40,Yes,20,Yes,25,No,0,No,0,110,473
P0060,CH0060,2018-12-04,2019-03-26,112,Business,Platinum,Berlin,Amsterdam,Business,No,487,Yes,30,No,0,Yes,20,No,0,No,0,No,0,50,537
P0060,CH0060,2023-01-12,2023-02-23,42,Business,Platinum,Madrid,Barcelona,Business,No,280,No,0,Yes,40,Yes,20,No,0,Yes,5,Yes,3,68,348
P0060,CH0060,2023-09-17,2023-09-28,11,Business,Platinum,London,Berlin,Business,No,447,No,0,No,0,Yes,15,No,0,No,0,No,0,15,462
P0060,CH0060,2021-02-20,2021-03-26,34,Business,Platinum,London,Berlin,Business,No,455,No,0,Yes,25,No,0,No,0,No,0,No,0,25,480
P0060,CH0060,2021-01-05,2021-02-05,31,Business,Platinum,Paris,Rome,Business,No,531,No,0,Yes,30,No,0,No,0,No,0,No,0,30,561
P0060,CH0060,2022-07-12,2022-09-16,66,Business,Platinum,Paris,Rome,Business,No,537,No,0,No,0,No,0,Yes,25,Yes,10,No,0,35,572
P0060,CH0060,2018-12-03,2019-03-07,94,Business,Platinum,Amsterdam,Zurich,Business,No,535,Yes,25,Yes,50,Yes,40,Yes,20,No,0,No,0,135,670
P0060,CH0060,2024-08-24,2024-11-01,69,Business,Platinum,Rome,London,Business,No,485,Yes,25,Yes,40,No,0,No,0,Yes,20,No,0,85,570
P0060,CH0060,2015-09-01,2015-09-15,14,Business,Platinum,Madrid,Barcelona,Business,No,346,No,0,Yes,50,No,0,No,0,Yes,10,No,0,60,406
P0060,CH0060,2017-12-22,2018-02-07,47,Business,Platinum,Amsterdam,Zurich,Business,No,409,Yes,15,Yes,40,Yes,20,No,0,No,0,No,0,75,484
P0060,CH0060,2017-08-18,2017-08-25,7,Business,Platinum,London,Berlin,Business,Yes,338,Yes,25,No,0,No,0,No,0,No,0,Yes,5,30,368
P0060,CH0060,2017-10-30,2017-11-27,28,Business,Platinum,London,Berlin,Business,No,376,Yes,15,Yes,50,No,0,No,0,Yes,15,No,0,80,456
P0060,CH0060,2024-05-05,2024-07-22,78,Business,Platinum,Amsterdam,Zurich,Business,Yes,455,No,0,Yes,40,Yes,20,Yes,25,No,0,No,0,85,540
P0060,CH0060,2025-03-05,2025-04-03,29,Business,Platinum,London,Berlin,Business,No,329,No,0,Yes,50,Yes,20,No,0,No,0,No,0,70,399
P0060,CH0060,2017-03-24,2017-04-18,25,Business,Platinum,Vienna,Prague,Business,No,389,No,0,No,0,Yes,30,No,0,No,0,No,0,30,419
P0060,CH0060,2017-10-04,2017-11-20,47,Business,Platinum,Amsterdam,Zurich,Business,No,416,No,0,Yes,25,Yes,15,Yes,25,No,0,Yes,5,70,486
P0060,CH0060,2020-09-02,2020-09-21,19,Business,Platinum,Munich,Vienna,Business,No,458,Yes,20,Yes,40,Yes,15,No,0,No,0,No,0,75,533
P0060,CH0060,2016-12-14,2017-03-28,104,Business,Platinum,Paris,Rome,Business,No,558,Yes,20,No,0,No,0,No,0,Yes,10,No,0,30,588
P0060,CH0060,2024-04-13,2024-05-02,19,Business,Platinum,Madrid,Barcelona,Business,No,304,No,0,Yes,40,No,0,No,0,No,0,No,0,40,344
P0060,CH0060,2017-01-09,2017-04-04,85,Business,Platinum,Berlin,Amsterdam,Business,No,550,Yes,20,No,0,Yes,15,No,0,Yes,15,No,0,50,600
P0060,CH0060,2020-02-24,2020-06-19,116,Business,Platinum,Rome,London,Business,Yes,474,Yes,20,No,0,Yes,40,Yes,20,Yes,20,No,0,100,574
P0060,CH0060,2025-04-21,2025-08-07,108,Business,Platinum,Frankfurt,Madrid,Business,Yes,510,Yes,20,Yes,50,Yes,15,Yes,10,Yes,10,No,0,105,615
P0060,CH0060,2016-09-17,2016-12-22,96,Business,Platinum,London,Paris,Business,Yes,321,Yes,30,Yes,30,No,0,No,0,Yes,10,Yes,3,73,394
P0060,CH0060,2023-10-14,2023-11-07,24,Business,Platinum,London,Paris,Business,No,487,No,0,Yes,30,No,0,Yes,20,Yes,5,No,0,55,542
P0060,CH0060,2023-05-25,2023-09-03,101,Business,Platinum,Madrid,Barcelona,Business,No,305,Yes,15,Yes,30,Yes,20,No,0,Yes,20,No,0,85,390
P0060,CH0060,2021-07-13,2021-10-13,92,Business,Platinum,Paris,Rome,Business,No,431,No,0,Yes,30,No,0,No,0,No,0,No,0,30,461
P0060,CH0060,2014-01-01,2014-01-02,1,Business,Platinum,Paris,Rome,Business,No,384,Yes,25,No,0,Yes,20,No,0,No,0,Yes,10,55,439
P0060,CH0060,2021-06-21,2021-07-12,21,Business,Platinum,London,Paris,Business,Yes,478,No,0,No,0,No,0,No,0,Yes,5,No,0,5,483
P0060,CH0060,2015-07-04,2015-07-11,7,Business,Platinum,Munich,Vienna,Business,Yes,444,Yes,30,No,0,Yes,30,No,0,Yes,10,No,0,70,514
P0060,CH0060,2015-08-07,2015-11-05,90,Business,Platinum,London,Paris,Business,No,423,Yes,10,Yes,50,No,0,No,0,No,0,No,0,60,483
P0060,CH0060,2023-11-13,2023-12-24,41,Business,Platinum,Vienna,Prague,Business,Yes,356,No,0,Yes,25,Yes,20,No,0,No,0,No,0,45,401
P0060,CH0060,2015-11-30,2016-02-24,86,Business,Platinum,Madrid,Barcelona,Business,No,310,No,0,Yes,25,No,0,No,0,No,0,No,0,25,335
P0060,CH0060,2020-10-20,2021-01-14,86,Business,Platinum,Madrid,Barcelona,Business,No,345,No,0,No,0,No,0,No,0,Yes,5,Yes,5,10,355
P0060,CH0060,2021-08-01,2021-10-05,65,Business,Platinum,Rome,London,Business,No,423,Yes,30,Yes,30,No,0,No,0,Yes,15,No,0,75,498
P0060,CH0060,2018-05-04,2018-08-10,98,Business,Platinum,Amsterdam,Zurich,Business,Yes,418,Yes,15,No,0,Yes,20,No,0,Yes,10,No,0,45,463
P0060,CH0060,2025-09-08,2025-12-22,105,Business,Platinum,Frankfurt,Madrid,Business,Yes,419,Yes,30,Yes,30,Yes,15,Yes,20,Yes,15,No,0,110,529
P0060,CH0060,2017-03-17,2017-05-10,54,Business,Platinum,Madrid,Barcelona,Business,No,308,No,0,Yes,25,Yes,30,No,0,Yes,5,No,0,60,368
P0060,CH0060,2024-03-01,2024-04-19,49,Business,Platinum,Madrid,Barcelona,Business,No,307,No,0,No,0,No,0,No,0,Yes,5,No,0,5,312
P0060,CH0060,2021-10-25,2021-11-14,20,Business,Platinum,London,Paris,Business,No,360,Yes,30,Yes,50,Yes,20,Yes,10,Yes,20,No,0,130,490
P0060,CH0060,2013-11-27,2014-03-04,97,Business,Platinum,Rome,London,Business,No,432,No,0,No,0,Yes,20,No,0,No,0,No,0,20,452
P0060,CH0060,2022-08-05,2022-10-10,66,Business,Platinum,Frankfurt,Madrid,Business,No,462,No,0,Yes,50,Yes,40,Yes,15,Yes,10,Yes,15,130,592
P0060,CH0060,2024-01-08,2024-04-25,108,Business,Platinum,London,Berlin,Business,No,362,No,0,Yes,25,Yes,40,No,0,No,0,No,0,65,427
P0060,CH0060,2024-02-26,2024-04-07,41,Business,Platinum,Munich,Vienna,Business,No,479,No,0,Yes,25,Yes,30,No,0,No,0,No,0,55,534
P0060,CH0060,2019-06-24,2019-09-16,84,Business,Platinum,Munich,Vienna,Business,No,440,Yes,25,Yes,50,Yes,15,No,0,Yes,15,No,0,105,545
P0060,CH0060,2021-02-19,2021-06-13,114,Business,Platinum,London,Paris,Business,Yes,407,Yes,25,No,0,Yes,30,Yes,10,No,0,Yes,15,80,487
P0060,CH0060,2019-09-26,2019-09-27,1,Business,Platinum,Munich,Vienna,Business,No,477,Yes,20,Yes,50,Yes,30,No,0,Yes,10,No,0,110,587
P0060,CH0060,2016-05-14,2016-06-25,42,Business,Platinum,London,Paris,Business,Yes,395,Yes,30,Yes,40,No,0,Yes,20,Yes,15,No,0,105,500
P0060,CH0060,2018-05-10,2018-08-02,84,Business,Platinum,Amsterdam,Zurich,Business,Yes,388,No,0,Yes,50,No,0,No,0,No,0,Yes,10,60,448
P0060,CH0060,2018-02-26,2018-05-21,84,Business,Platinum,Madrid,Barcelona,Business,No,353,Yes,20,No,0,Yes,40,Yes,25,Yes,15,No,0,100,453
P0060,CH0060,2017-10-07,2017-10-13,6,Business,Platinum,London,Berlin,Business,No,387,No,0,Yes,25,Yes,15,No,0,No,0,Yes,10,50,437
P0060,CH0060,2019-12-18,2020-02-28,72,Business,Platinum,London,Paris,Business,No,412,No,0,Yes,40,No,0,No,0,Yes,20,No,0,60,472
P0060,CH0060,2022-01-08,2022-03-10,61,Business,Platinum,London,Berlin,Business,No,490,No,0,No,0,No,0,Yes,25,No,0,No,0,25,515
P0060,CH0060,2024-09-30,2024-12-19,80,Business,Platinum,London,Paris,Business,Yes,321,Yes,30,Yes,30,No,0,No,0,No,0,No,0,60,381
P0060,CH0060,2022-07-28,2022-10-28,92,Business,Platinum,Munich,Vienna,Business,No,315,No,0,Yes,40,No,0,Yes,25,No,0,No,0,65,380
P0060,CH0060,2019-11-19,2019-11-26,7,Business,Platinum,Frankfurt,Madrid,Business,No,634,No,0,Yes,50,Yes,15,No,0,No,0,No,0,65,699
P0060,CH0060,2018-10-22,2018-12-16,55,Business,Platinum,Madrid,Barcelona,Business,Yes,354,No,0,No,0,Yes,20,Yes,25,Yes,20,No,0,65,419
P0060,CH0060,2014-10-15,2015-01-04,81,Business,Platinum,Frankfurt,Madrid,Business,No,572,Yes,30,Yes,40,Yes,30,No,0,No,0,No,0,100,672
P0060,CH0060,2021-08-29,2021-10-04,36,Business,Platinum,Berlin,Amsterdam,Business,No,527,No,0,No,0,Yes,40,Yes,20,No,0,Yes,3,63,590
P0060,CH0060,2014-01-18,2014-03-20,61,Business,Platinum,Amsterdam,Zurich,Business,No,547,Yes,15,Yes,30,Yes,30,No,0,No,0,No,0,75,622
P0060,CH0060,2016-05-30,2016-07-03,34,Business,Platinum,Amsterdam,Zurich,Business,Yes,386,Yes,30,Yes,40,Yes,40,No,0,No,0,No,0,110,496
P0060,CH0060,2023-04-06,2023-07-03,88,Business,Platinum,London,Berlin,Business,Yes,355,No,0,Yes,40,Yes,40,No,0,No,0,Yes,5,85,440
P0060,CH0060,2016-03-23,2016-04-10,18,Business,Platinum,Amsterdam,Zurich,Business,No,522,Yes,30,Yes,30,Yes,30,No,0,No,0,No,0,90,612
P0060,CH0060,2021-09-15,2021-12-14,90,Business,Platinum,Rome,London,Business,Yes,528,No,0,Yes,40,No,0,No,0,Yes,15,No,0,55,583
P0060,CH0060,2017-05-04,2017-08-08,96,Business,Platinum,Vienna,Prague,Business,Yes,374,No,0,Yes,25,Yes,15,No,0,No,0,No,0,40,414
P0060,CH0060,2018-05-25,2018-08-14,81,Business,Platinum,Munich,Vienna,Business,Yes,398,No,0,Yes,50,Yes,40,Yes,15,Yes,20,No,0,125,523
P0060,CH0060,2017-02-28,2017-04-16,47,Business,Platinum,Munich,Vienna,Business,No,470,No,0,No,0,Yes,15,Yes,15,No,0,No,0,30,500
P0060,CH0060,2018-12-27,2019-04-16,110,Business,Platinum,Munich,Vienna,Business,No,408,No,0,No,0,No,0,Yes,10,No,0,No,0,10,418
P0060,CH0060,2016-02-06,2016-03-19,42,Business,Platinum,Berlin,Amsterdam,Business,No,540,Yes,25,Yes,40,No,0,No,0,No,0,No,0,65,605
P0060,CH0060,2022-12-14,2023-03-13,89,Business,Platinum,Berlin,Amsterdam,Business,No,429,No,0,Yes,30,Yes,20,No,0,No,0,No,0,50,479
P0060,CH0060,2018-03-29,2018-06-20,83,Business,Platinum,Munich,Vienna,Business,Yes,430,No,0,Yes,30,No,0,Yes,10,Yes,5,No,0,45,475
P0060,CH0060,2022-05-02,2022-08-06,96,Business,Platinum,Berlin,Amsterdam,Business,Yes,357,Yes,10,Yes,30,Yes,20,Yes,10,No,0,No,0,70,427
P0060,CH0060,2025-08-09,2025-08-12,3,Business,Platinum,Paris,Rome,Business,Yes,504,Yes,20,Yes,25,No,0,No,0,Yes,20,Yes,3,68,572
P0060,CH0060,2020-04-26,2020-08-07,103,Business,Platinum,Berlin,Amsterdam,Business,Yes,506,No,0,Yes,40,Yes,40,No,0,No,0,No,0,80,586
P0060,CH0060,2024-12-07,2025-02-04,59,Business,Platinum,Paris,Rome,Business,No,579,Yes,30,Yes,30,No,0,Yes,15,No,0,No,0,75,654
P0060,CH0060,2025-03-06,2025-04-19,44,Business,Platinum,Amsterdam,Zurich,Business,No,389,Yes,25,Yes,25,Yes,30,No,0,Yes,15,No,0,95,484
P0060,CH0060,2016-02-29,2016-05-07,68,Business,Platinum,Vienna,Prague,Business,No,338,No,0,No,0,Yes,15,No,0,No,0,No,0,15,353
P0060,CH0060,2024-01-16,2024-04-14,89,Business,Platinum,Berlin,Amsterdam,Business,No,431,No,0,Yes,25,No,0,No,0,Yes,20,Yes,5,50,481
P0060,CH0060,2019-03-25,2019-05-20,56,Business,Platinum,Frankfurt,Madrid,Business,No,622,No,0,Yes,50,No,0,Yes,15,No,0,No,0,65,687
P0060,CH0060,2023-05-26,2023-06-11,16,Business,Platinum,Frankfurt,Madrid,Business,Yes,413,Yes,20,No,0,No,0,No,0,No,0,Yes,5,25,438
P0060,CH0060,2015-12-13,2016-02-10,59,Business,Platinum,Munich,Vienna,Business,No,397,Yes,30,Yes,30,No,0,Yes,10,Yes,5,No,0,75,472
P0060,CH0060,2025-05-31,2025-09-10,102,Business,Platinum,London,Paris,Business,No,409,No,0,Yes,30,Yes,30,No,0,Yes,20,No,0,80,489
P0060,CH0060,2022-07-01,2022-09-11,72,Business,Platinum,London,Berlin,Business,No,459,No,0,Yes,30,Yes,40,No,0,No,0,Yes,15,85,544
P0060,CH0060,2022-06-22,2022-06-26,4,Business,Platinum,Berlin,Amsterdam,Business,Yes,520,No,0,Yes,25,Yes,20,No,0,No,0,No,0,45,565
P0060,CH0060,2014-04-20,2014-06-21,62,Business,Platinum,London,Berlin,Business,Yes,471,Yes,15,Yes,30,No,0,No,0,Yes,5,Yes,15,65,536
P0060,CH0060,2018-09-29,2018-12-07,69,Business,Platinum,Madrid,Barcelona,Business,Yes,255,No,0,No,0,Yes,15,No,0,No,0,No,0,15,270
P0060,CH0060,2018-09-18,2019-01-07,111,Business,Platinum,Paris,Rome,Business,No,389,Yes,25,Yes,40,No,0,No,0,Yes,15,No,0,80,469
P0060,CH0060,2017-07-05,2017-09-25,82,Business,Platinum,Madrid,Barcelona,Business,No,271,Yes,10,Yes,50,No,0,Yes,15,Yes,5,No,0,80,351
